rating,roaster,title,blind_assessment,notes,bottom_line,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity,body,flavor,aftertaste,url,with_milk,agtron_external,agtron_ground,is_espresso,quantity_value,quantity_unit,price_value,price_currency,price_usd,cpi,date,price_usd_adj,quantity_in_lbs,price_usd_adj_per_lb
93.0,Manchill Roasteria,Honduras Finca La Laguna,"Complex, richly sweet, nut-toned. Yellow plum, apple blossom, caramel, cocoa powder, almond in aroma and cup. Sweet-toned structure with pert acidity; very full, syrupy mouthfeel. Finish consolidates to caramel-toned plum and almond.","Produced by Amilcar Corea of Finca La Laguna entirely of the Parainema variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed before drying). Manchill Roasteria is a Taiwan-based especially coffee roaster and e-commerce store with an eye toward value. Visit www.manchill.com.tw for more information.","A deep, subtly complex washed-process Honduras cup with an especially full, viscous mouthfeel.","Nantou, Taiwan","Montecillos, Honduras",Medium-Light,NT $250/227 grams,2023-01-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/honduras-finca-la-laguna/,,59.0,74.0,False,227.0,grams,250.0,TWD,8.16,299.17,2023-01-01,8.57,0.5,17.14
90.0,El Gran Cafe,Finca Huixoc Maracaturra,"Richly bittersweet, complex. Dark chocolate, sassafras, honey, pear, cashew in aroma and cup. Bittersweet structure with pert acidity; satiny-smooth mouthfeel. The quiet, balanced finish centers around suggestions of dark chocolate and cashew.","Produced by Alejandro Solís of Finca Huixoc entirely of the Maracaturra variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). El Gran Cafe is a coffee shop located in the heart of Antigua, Guatemala whose mission is to roast and serve organic-certified coffees produced at its own Finca La Esperanza and Finca El Pintado just outside of town. Featured in El Gran Cafe’s lineup are also coffees from friends and neighbors in the region, along with award-winning and exceptional coffees from other regions of Guatemala. Visit https://elgran.cafe/ for more information.",A richly nutty and chocolaty Guatemala cup from the big-beaned Maracaturra variety of Arabica.,"Antigua, Guatemala","Huehuetenango Department, Guatemala",Medium-Light,$13.00/12 ounces,2021-12-01,8.0,8.0,8.0,8.0,8.0,https://www.coffeereview.com/review/finca-huixoc-maracaturra/,,58.0,73.0,False,12.0,ounces,13.0,USD,13.0,278.802,2021-12-01,14.65,0.75,19.53
92.0,Temple Coffee Roasters,Kenya Chania Estate,"Roast-rounded, savory-sweet. Ripe tomato, baker’s chocolate, scorched oak, toffee, magnolia in aroma and cup. Balanced, sweet-savory structure with gentle acidity; crisp, satiny mouthfeel. The resonant finish consolidates to notes of sweet tomato and baker’s chocolate with a hint of magnolia.","This coffee was produced by the Harries family on the Chania Estate from trees of the heirloom “French Missionary” Bourbon, SL34, K7, Batian, and Ruiru 11 varieties of Arabica and processed by the wet or washed method. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit templecoffee.com or call 916-454-1282 for more information.","A pleasing umami-driven Kenya that foreground notes of sweet, ripe tomato with enveloped in rich florals and crisp chocolate.","Sacramento, California","Thika growing region, central Kenya",Medium,$23.00/12 ounces,2019-08-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/kenya-chania-estate/,,47.0,65.0,False,12.0,ounces,23.0,USD,23.0,256.558,2019-08-01,28.17,0.75,37.56
91.0,Chocolate Fish Coffee Roasters,Fazenda Santa Luzia Brasil,"Rich, intricately sweet. Honey, rhododendron, tangerine zest and hazelnut in aroma and cup. Juicy, round acidity; buoyant, satiny mouthfeel. Nut and honey dominate in a crisp, quiet finish.","Produced by Jose Maria de Oliveira in the Cerrado growing region of Minas Gerais State in southeastern Brazil. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” versions. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.","A classic natural-process Brazil, with honey at the heart and nut-toned complication.","Sacramento, California","Campos Alto district, Minas Gerais State, southeastern Brazil",Medium-Light,$17.00/12 ounces,2016-03-01,9.0,8.0,8.0,9.0,7.0,https://www.coffeereview.com/review/fazenda-santa-luzia-brasil/,,56.0,80.0,False,12.0,ounces,17.0,USD,17.0,238.132,2016-03-01,22.43,0.75,29.91
92.0,Cafe Grumpy,Bolivia Familia Miranda,"Complete, balanced structure, complex aromatics, classic. Deep, sweet-toned aroma: lemon, orange, nut. In the cup gently bright, fruit- and fir-nuanced acidity; lightly syrupy mouthfeel. Continued lemon, orange and nut notes with a rounding suggestion of stone fruit. Rich, long, flavor-saturated finish.","Grown on the twenty-acre family farm of Bertha Boyan de Miranda. An integral part of New York’s coffee renaissance, Brooklyn based Café Grumpy opened its first café in 2005 and has since expanded to four locations, including their own roasting facility. Visit www.cafegrumpy.com or call 718-383-0748 for more information.",,"Brooklyn, New York","La Paz Department, Bolivia.",Medium,$18.00/12 ounces,2011-03-01,8.0,8.0,8.0,9.0,9.0,https://www.coffeereview.com/review/bolivia-familia-miranda/,,54.0,67.0,False,12.0,ounces,18.0,USD,18.0,223.467,2011-03-01,25.31,0.75,33.75
93.0,Flight Coffee Co.,Kenya AB Kiruga,"Sweetly pungent, delicately complex. Honey, tangerine, apricot, lilac in aroma and cup. Gently tart, almost effervescent acidity; very light but silky mouthfeel. Flavor consolidates in a sweetly resonant, richly drying finish.","Despite grower discontent and sporadic social disorder, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Flight Coffee Co. (formerly CQ Coffee Roasters) is a coffee-loving, quality-focused roasting company based in Bedford, New Hampshire. Visit www.flightcoffeeco.com or call 603-836-6228 for more information.",,"Bedford, New Hampshire",South-central Kenya.,Medium-Light,$15.00/12 ounces,2014-12-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/kenya-ab-kiruga/,,57.0,80.0,False,12.0,ounces,15.0,USD,15.0,234.812,2014-12-01,20.07,0.75,26.76
92.0,Coffee Cycle,Ethiopia Nano Genji #10,"Vibrant, richly chocolaty. Baking chocolate, orange grapefruit zest, apricot, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Citrusy, chocolate-toned finish with undertones of sweet herbs.","Produced from indigenous Ethiopian landrace tree varieties long grown in the region and processed by the washed method (fruit skin and pulp are removed before drying). What began as a bike-powered mobile coffee shop born out of founder Chris O’Brien’s love of cycling now has a permanent home in San Diego, where he roasts and serves coffee to guests. Visit www.coffeecycleroasting.com for more information.","A chocolaty, citrusy, sweetly herbaceous washed Ethiopia cup.","San Diego, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,$16.00/250 grams,2021-11-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-nano-genji-10/,,58.0,80.0,False,250.0,grams,16.0,USD,16.0,277.948,2021-11-01,18.09,0.55,32.89
93.0,Barrington Coffee Roasting Co.,Lycello Panama Gesha,"Delicate, sweetly tart. Pear, dark chocolate, honeysuckle, tangerine, fresh-cut cedar in aroma and cup. Balanced, richly expressed acidity; full mouthfeel. The fruit and cedar notes carry into a gently flavor-saturated finish.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also spelled Geisha). With its generally elongated beans and distinctive floral and chocolate cup, the Geisha variety continues to distinguish itself as one of the world’s most unique coffees. This particular Gesha, a wet-processed or “washed” version, was produced on the Ninety Plus Gesha Estates. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.",,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,$47.45/12 ounces,2014-12-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/lycello-panama-gesha-3/,,66.0,93.0,False,12.0,ounces,47.45,USD,47.45,234.812,2014-12-01,63.49,0.75,84.65
87.0,Animalcoffee,Kopi Luwak Arabica Medium Roast,"Intense, low-toned aroma with semi-sweet chocolate, crisp nut (walnut?) and hints of cedar and clay. In the cup fullish body, muted acidity, and a continued intense presence with complex chocolate, walnut and earth notes. A rather heavy astringency when the cup is hot softens as it cools.","A version of the famous (or infamous) Kopi Luwak, the world's most expensive coffee. The beans are harvested from the feces of a species of civet cat resident in Sumatra that eats ripe coffee fruit. Animalcoffee is a direct supplier, roaster and Internet retailer of kopi luwak with offices in Sumatra and Bali, Indonesia and Australia. Its impressive website offers well-written and illustrated answers to most questions about kopi luwak. This coffee is roasted considerably darker than the typical medium roast, but the darker roast style may suit the coffee, rounding and consolidating some of the unorthodox flavor notes. Apparently coffee orders are custom roasted based on customer brewing method and preference. Visit www.animalcoffee.com for more information.",,"Keperra, Queensland, Australia","Sumatra, Indonesia.",Medium-Dark,,2007-12-01,8.0,,8.0,7.0,7.0,https://www.coffeereview.com/review/kopi-luwak-arabica-medium-roast-2/,,34.0,52.0,False,,,,,,210.036,2007-12-01,,,
94.0,Big Nose Cafe,Espresso Blend,"Evaluated as espresso. Lush tropical fruit and tart berry dominates with a chocolaty depth that for co-taster Ethan Hill (94) evoked “chocolate-covered raisin and tropical fruit.” Ken (94) for his part cited cleanly sweet alcohol suggestions (“fruity cabernet”), and both remarked on a sweetly tart pineapple top note that carried throughout the profile. For both tasters the mouthfeel was “plush [and] velvety,” the finish a bit drying but still saturated with the fruit and chocolate suggestions. In three parts milk the fruit and chocolate rounded but persisted with satisfying continuity.","Bignose Café is a quality-focused nano-roaster based in Hsinchu city, Taiwan since 2012. Bignose customizes the roast to customer preference, hand picks out any defective beans, and roasts the day of the order. Visit www.facebook.com/BigNoseCafe or call 886-3-5350609 for more information.",,"Hsinchu City, Taiwan","Panama; Sidamo and Yirgacheffe growing regions, southern Ethiopia; Bolivia; Brazil.",Medium,NT $520/225 grams,2015-05-01,9.0,,9.0,9.0,8.0,https://www.coffeereview.com/review/espresso-blend-15/,9,52.0,68.0,True,225.0,grams,520.0,TWD,16.95,237.805,2015-05-01,22.39,0.5,44.78
92.0,R Miguel,El Dorado,"Nut, honeyed flowers and tart cherry dominate the aroma. In the cup the acidity is intense but rounded, the mouthfeel syrupy, the structure sweet, the aromatics deep: the flowers turn softly pungent and spicy, the fruit richer and more complex. In the finish the honeyed sweetness envelops a slight astringency.","Simple naming and austere packaging for this Colombia offered by the high-end luxury coffee line of R. Miguel Meza, one of the most innovative and gifted of the new generation of specialty coffee buyers and roasters. Visit www.rmiguelcoffee.com for more information.",,"Ramsey, Minnesota",Colombia,Medium-Light,,2008-04-01,8.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/el-dorado/,,54.0,68.0,False,,,,,,214.823,2008-04-01,,,
94.0,Paradise Roasters,Ethiopia Suke Quto Honey,"Bright, richly sweet. Lime blossom, raspberry jam, sandalwood, roasted cacao nib, maple syrup in aroma and cup. Sweetly tart in structure with juicy acidity; viscous, buoyant mouthfeel. The finish leads with citrus and berry notes in the short, segueing to sandalwood-framed sweet florals in the long.","Produced entirely from trees of the Kurume and Welicho varieties of Arabica at Suke Quto farm. Processed by the honey method, which means that the outer skin of the coffee fruit is removed, as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. This coffee is both organic- and Rainforest Alliance-certified. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","This honey-processed Ethiopia is a citrus and berry chorus, from lime blossom in the aroma to raspberry jam in the cup, backed by continuous suggestions of sandalwood and crisp cacao nib.","Ramsey, Minnesota","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,$17.95/12 ounces,2018-02-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-suke-quto-honey/,,58.0,82.0,False,12.0,ounces,17.95,USD,17.95,248.991,2018-02-01,22.65,0.75,30.2
