rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
96,Hula Daddy Kona Coffee,Kona Mocca®,"Lyrically sweet, luxuriously chocolaty. Chocolate fudge, tamarind, sandalwood, narcissus, a hint of wine barrel in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. The finish resolves around chocolate fudge and tamarind with undertones of rich sandalwood.","This exceptional coffee was selected as the No. 5 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. The coffee earned the highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Mocca (also spelled Moka and Mokka) is a rare variety of Arabica that apparently originated in the Reunion Islands as a mutant of the great Bourbon variety. This Mocca was processed by the natural method (dried in the whole fruit). This unusual coffee with its tiny beans and striking cup is available only on the Hula Daddy website through their allocation list. Hula Daddy is a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced at the higher elevation Hula Daddy farm. Visit www.huladaddy.com or call 888-553-2339 for more information.","A decadent, dessert-like cup from the rare Mocca variety of Arabica with a throughline of tropical fruit and a hint of sweet ferment.","Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium,56/74,$87.50/8 ounces,April 2021,9,,9,10,9,https://www.coffeereview.com/review/kona-mocca-4/,2021-12-01,9,,,,,,,,
91,Mystic Monk Coffee,Guatemalan Antigua Sereno,"Delicately balanced, austerely elegant. Gently pungent fresh-cut fir softening to dark chocolate in aroma and cup, with a hint of flowers. Richly taut acidity, lightly syrupy mouthfeel.","Featured in Mystic Monk’s “Coffee of the Month” program, this sample is limited in availability. Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. Roastmaster Brother Java emphasizes his artisan approach to roasting and his commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.",,"Clark, Wyoming","Antigua growing region, Guatemala.",Medium,54/73,$13.99/12 ounces,June 2011,9,8,8,8,8,https://www.coffeereview.com/review/guatemalan-antigua-sereno/,2014-10-02,,,,,,,,,
91,Caffe Luxxe,Testa Rossa Classic Espresso Blend,"Evaluated as espresso. Rich, chocolaty and hearty. Scorched cedar, deep-toned dark-chocolate, night-blooming flowers, hints of anise and plum in aroma and small cup. Full and buttery, though mildly drying mouthfeel. Bittersweet chocolate and anise carry into a long, dry finish. Flavor rounds and sweetens predictably in three parts milk: buttery chocolate nuanced by continued suggestions of anise, flowers and plum.",Caffé Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.,,"Santa Monica, California",Ethiopia; Brazil; Indonesia.,Dark,38/43,$14.50/12 ounces,February 2014,9,,8,9,7,https://www.coffeereview.com/review/testa-rossa-classic-espresso-blend/,2024-12-14,,8,,,,,,,
93,Caffe Luxxe,Guatemala El Tambor,"Sweetly crisp, cleanly layered complexity. Dark chocolate, peach-like fruit, hazelnut, a hint of flowers in aroma and cup. Gently lively, flavor-nuanced acidity; silky mouthfeel. Dark chocolate in particular carries into a long, deep finish.","Finca El Tambor is a distinguished, award-winning Guatemala farm. Caffe Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",,"Santa Monica, California","Palencia, south-central Guatemala.",Medium,58/75,$15.50/12 ounces,November 2013,8,9,8,9,9,https://www.coffeereview.com/review/guatemala-el-tambor/,2024-12-14,,,,,,,,,
96,Kakalove Cafe,Guatemala Santa Felisa Wild Yeast Natural Gesha,"Elegantly fruit-toned, complex, deeply layered. Lychee, macadamia nut, pink grapefruit zest, cocoa nib, plumeria in aroma and cup. Richly sweet-tart structure with bright, juicy acidity; supple, syrupy mouthfeel. The long, nuanced finish retains all of the flavor and aroma notes from the cup and adds a subtle incense-like note suggesting sandalwood.","This exceptional coffee was selected as the No. 4 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced at Santa Felisa farm entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica. Processed by fermentation in the whole fruit with the addition of wild yeasts to the tank, then dried in the whole fruit, making it, in effect, a fermented natural. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.","An engaging, quite original natural-processed Guatemala Geisha cup — lyrically sweet, invitingly tart, playfully enigmatic.","Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,62/88,NT $375/4 ounces,November 2021,9,,9,10,9,https://www.coffeereview.com/review/guatemala-santa-felisa-wild-yeast-natural-gesha/,2021-12-01,9,,,,,,,,
91,Coffea Roasterie,Guatemala El Injerto,"Delicately crisp, cocoa and nut character brightened by floral and lemon notes. Gentle, complexly expressed acidity; light body, silky mouthfeel. As the cup cools the flavor deepens toward apricot and moist pipe tobacco, carrying into a rich finish.","El Injerto is one of Guatemala’s most celebrated and consistently award-winning farms. This lot was produced from trees of the classic Bourbon and respected Catuai varieties. Coffea Roasterie is a South Dakota-based wholesale and retail roaster, offering a small but refined selection of mostly single-origin coffees. Visit www.coffearoasterie.com or call 605-362-9955 for more information.",,"Sioux Falls, South Dakota","Huehuetenango growing region, Guatemala.",Medium-Dark,54/61,$14.95/12 ounces,June 2011,8,8,8,9,8,https://www.coffeereview.com/review/guatemala-el-injerto-2/,2014-10-02,,,,,,,,,
90,Ithaca Coffee Company,Costa Rica La Cereza Roja Semi-Washed,"Deeply sweet, fruit-toned. Ripe strawberry, cashew, fine musk, cocoa powder, fir in aroma and cup. Gentle, fruit-forward acidity; satiny mouthfeel. The gently drying finish is characterized by aromatic wood notes, sweetly fermenty berry tones, and suggestions of cocoa powder.","Produced from trees of the Caturra and Catuai varieties of Arabica. Processed by the honey method (sometimes referred to as “semi-washed”), which means that the outer skin of the coffee fruit is removed as it is in the wet or “washed” process, but at least some of the sticky fruit residue is allowed to dry on the bean and later removed by machine along with the parchment skin. Founded in 2004, Ithaca Coffee Company now has two retail locations, a roastery and a bakery. The company prides itself in offering gourmet foods and gifts, as well as small-batch-roasted coffees. For more information, visit www.ithacacoffee.com.","A discreetly fruit-toned, honey-processed coffee with aromatic wood notes as ballast.","Ithaca, New York","Tarrazu growing region, Costa Rica",Medium,55/75,$14.99/12 ounces,August 2017,8,,8,8,8,https://www.coffeereview.com/review/costa-rica-la-cereza-roja-semi-washed/,2019-01-23,8,,,,,,,,
97,Barrington Coffee Roasting,Testi Ayla Double Ethiopia,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity; delicately satiny mouthfeel. Very long, integrated, satisfying finish, with fruit and floral notes singing into the long.","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by Faysel Yonis entirely of the Kurume variety of Arabica and processed by the anaerobic washed method (fermentation occurs in a hermetically sealed vessel). Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","An elegant, exquisitely balanced single-variety Ethiopia cup fermented anaerobically, then double-washed, for a pure expression of flowers and fruit.","Lee, Massachusetts","Sidama Zone, Oromia Region, Ethiopia",Medium-Light,64/86,$54.95/12 ounces,August 2021,9,,9,10,9,https://www.coffeereview.com/review/testi-ayla-double-ethiopia/,2021-12-01,10,,,,,,,,
91,Caffe Luxxe,Indonesia Organic Java,"Distinct chocolate and honey-and-nut notes (halvah?) in aroma and cup, with further hints of apricot and fir. Round, backgrounded acidity; buoyant and silky mouthfeel. Rich, deep finish, very mildly drying in the long.","Most Java coffee is produced on large, government-operated farms. This Java is produced by small-holding farmers, members of the Kayumas and Curah Tatal villages, who practice multi-cropping and are organically certified. Processed by a variant of the wet method practiced called wet-hulling practiced only in Indonesia called. Caffe Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",,"Santa Monica, California","Ijen Plateau, Eastern Java, Indonesia.",Medium,60/75,$15.00/12 ounces,May 2013,9,7,8,9,8,https://www.coffeereview.com/review/indonesia-organic-java/,2024-12-14,,,,,,,,,
90,Café Juquila,Mexican Extra Fine Gourmet Coffee,"Crisp, cocoa-toned nut and dark malted barley notes in aroma and cup. Smooth, balanced acidity; lightly syrupy mouthfeel. Flavor carries nicely into a clean, sweet finish.","This coffee is both grown and roasted in Mexico. Finca Santa Maria is surrounded by old growth rainforest and is located in Juquila, a small community near Puerto Escondido, Oaxaca, in the Sierra Madre. Visit www.cafejuquila.com or call 52-55-1999-5647 for more information.",,"Mexico City, Mexico","Oaxaca, Mexico",Medium-Dark,48/60,$7.00/17 ounces,July 2011,8,8,8,8,8,https://www.coffeereview.com/review/mexican-extra-fine-gourmet-coffee/,2014-10-02,,,,,,,,,
91,Ithaca Coffee Company,Yemen Rayyan Mill,"Very delicate; sweetly fruit-forward. Dried raspberry, prairie flowers, almond paste, spearmint, a hint of brandy in aroma and cup. Gentle, rounded acidity; lightly syrupy mouthfeel. The flavor consolidates to raspberry and spearmint in the subtle, gently drying finish.","Haraz (also Haraaz, other spellings) is a celebrated coffee growing region in north-central Yemen, west of the capital of Sana’a. Although Ethiopia is the botanical home of Coffea Arabica, Yemen introduced the beverage to the rest of the world in the 16th and 17th centuries, and Yemeni coffee is still grown from ancient cultivars and sun-dried, usually on the roofs of stone houses. Founded in 2004, Ithaca Coffee Company now has two retail locations, a roastery and a bakery. The company prides itself in offering gourmet foods and gifts, as well as small-batch-roasted coffees.For more information, visit www.ithacacoffee.com.","A hint of sweet ferment complicates this light-roasted, delicately berry- and herb-toned cup from the historic origin of Yemen.","Ithaca, New York","Haraz (also Haraaz) growing region, north-central Yemen",Medium-Light,65/92,$19.99/12 ounces,August 2016,8,8,8,9,7,https://www.coffeereview.com/review/yemen-rayyan-mill/,2019-01-23,,,,,,,,,
97,Paradise Roasters,Mama Cata Mokkita,"Aromatically other-worldly, resoundingly juicy. Caramelized pineapple, aromatic orchid, pistachio, raw chocolate, oolong tea in aroma and cup. Sweet-savory-tart structure with gently bright acidity; deep, syrupy mouthfeel. Flavor-laden finish with especially impressive fruit and florals.","This exceptional coffee was selected as the No. 1 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by the Garrido family of Mama Cata farm entirely of the very rare Mokkita variety of Arabica, and processed by a particularly meticulous version of the dried-in-the-fruit natural method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An opulent rendition of the rare Mokkita variety of Arabica, both sophisticated and a bit wild, with layer upon layer of tropical fruit notes ensconced in florals and chocolate — an extraordinary sensory journey.","Minneapolis, Minnesota","Boquete growing region, western Panama",Medium,57/79,$150.00/4 ounces,November 2021,10,,9,10,9,https://www.coffeereview.com/review/mama-cata-mokkita-2/,2021-12-01,9,,,,,,,,
88,Peerless Coffee and Tea,Kenya AA Dark,"Crisp, gently charred sweetness (think campfire marshmallow) in aroma and cup, with hints of dark chocolate, vanilla and a shimmer of bright, surprising lemon. Roast-muted acidity, light but silky mouthfeel. Some chocolaty sweetness persists to lighten a rather roast-heavy finish.","Despite grower discontent and sporadic social disorder, Kenya continues to produce some of the world's most elegant and distinctive coffees. Peerless Coffee was founded in 1924 as a classic storefront roaster in Oakland. It has grown in size and presence since, but remains directly family owned and operated. Visit www.peerlesscoffee.com or call 800-235-3237 for more information.",,"Oakland, California",South-central Kenya.,Very Dark,29/31,$13.45/16 ounces,July 2011,8,7,8,8,7,https://www.coffeereview.com/review/kenya-aa-dark/,2014-10-02,,,,,,,,,
